ID,hc_related,description
3079,1,"NewAir Home Care, Inc.
Respiratory and Medical Equipment Suppliers of Portable Oxygen Concentrators, Sleep Products and More!"
3080,0,"Qualsiasi felicit  un capolavoro: il minimo errore la falsa, la minima esitazione la incrina, la minima insulsaggine la degrada"
3081,0,Follow my ig : nrzatyty_ 
3082,0,Urban Wellness Radio airs on 
3083,0,CARDIOLOGIA INTERVENCIONISTA
3084,1,Quality of life program for women diagnosed with breast cancer - Providing free fly fishing retreats to promote and support mental and physical healing.
3085,0,Gineclogo y Obstetra. Profesor ULA. Presidente  de la Sociedad de Obstetricia y Ginecologa de Venezuela. Social Demcrata y Magallanero
3086,0,"Just trying to pass along savings,finance tips,FYI advice and alittle inspiration in these hard economic times of ours."
3087,0,"NBC NECN Producer with a focus on business, politics. Exuberant Cubs fan, visitor to all MLB stadiums. Retweets do not indicate an endorsement"
3088,1,"healthcare +ai @ remedy, author of o'reilly fundamentals of deep learning, mit cs grad, "
3089,0,APRN. Coffee lover. 
3090,0,Do what you love
3091,1,"Afrique Healthcare offers Subsidized HEART TESTS, Conduct Medical Camps and Link Patients' to Doctors Locally and Abroad."
3092,0,Public relations gal; believer in fairy tales AND the power of science. Love my work at 
3093,0,"Beginning Jan 1, this account will be moving to "
3094,1,"Cardiologist; Prof of Medicine, Dir of Rush Heart Ctr forWomen, McMullan-Eybel Chair Excellence in Clin Cardiol "
3095,1,"I empower others to reduce cancer risk and promote healthy survivorship. I work for Cancer Services, a non-profit in Winston-Salem, NC. Send me your questions!"
3096,0,SMPN 140
3097,1,Chief Pharmaceutical Officers Clinical Fellow 
3098,1,Avoid thousands of patients dying each yr due to unsafe care. Act now!
3099,0,"~ LYME WARRIOR~
 Music, Medicine, Science, & Sarcasm."
3100,0,"Stay-at-work mom & connector; purveyor of my own peculiar notions & profound ideas; techaholic & chocoholic; cause advocate, wine lover w/ wanderlust."
3101,0,The official page of The World Technology Network. 
3102,0,"We provide a complete turnkey waste to energy new and used power plants solution from 0.5  and over 100 MW, we customized requests as per clients specification."
3103,1,Raising Awareness of Congenital Hypothyroidism and Building Support for Parents and Children
3104,1,"Librarian and Career Advisor. Im the Health and Life Science Librarian at Baylor University, part-time artist and part-time superhero."
3105,1,"Digital Health Producer | Writer | Presenter | Performance Coach | Health, Fitness & Nutrition Coach"
3106,0,"Born in Lesotho, Southern Africa and lived in Nigeria, Egypt, + Iran,working to restore Hundertwassers Paradise & our world."
3107,0, #
3108,0,i love the holy spirit and i talk to him more than anybody
3109,1,Muslim who loves Prophet MUHAMMAD and all His companions without exception.   MED student
3110,0,lala anzari :*{}
3111,0,Director of media relations for 
3112,1,"CIO, Associate CMO, practicing pediatrician, and clinical professor at "
3113,0,a cool dude in a loose mood...
3114,1,"Registered Dietitian & Proud Penn State Alum. Passionate for reading, running & learning."
3115,0,JupriYanto
3116,1,St. Louis Children's Hospital is one of U.S. News & World Reports top ranked pediatric hospitals and serves patients from around the world 
3117,1,"Recycled theoretical physicist working on Structural Bioinformatics, Computational Biology and functional annotation of variants."
3118,0,"Creative Leader & Hands-on Designer / I enable people to go beyond branding, design, and marketing. / Why Not Dream"
3119,1,"Thorough and truthful biological research. Incorporating Nano Technology DCD and the best of South African plant heritage, you guaranteed of quality products."
3120,0,Illinois Institute of Technology Alumni Association
3121,0,Businessman Real Estate Entrepreneur  social activist Founder ACFO Against Hunger and End Poverty In Africa. Country  Director -Somalia  Turbi Enterprises co
3122,1,"Cleveland Flu & You is an official source for receiving updates, resources, information & news about influenza in order to protect & educate Clevelanders."
3123,0,Proud Mommy of three!
3124,1,"Medical Activist, Women's Health Advocate, Rare Disease Champion, Music Enthusiast, Coffee Lover, Ambassador of Possibility, Wordsmith, Eternal Optimist"
3125,0,"Organizacin no gubernamental y sin fines de lucro, que atiende las necesidades de discapacidad visual en nios y jvenes. Fund BvBf por el derecho a la visin."
3126,0,Nonprofit 501C-(3) organization providing grassroots capacity building and technical assistance .
3127,0,"Jesus baby.
National Assembly."
3128,1,"Dedicated Paediatrician, family man; passionate about sick childrens care esp. children with cancer and life threatening/limiting conditions "
3129,0,"I Am A Beauty Therapist, Tweet me for your Event, Wedding Make Up & Skin Care  Products"
3130,0,"Scientist, open water swimmer lifting iron, running trails and getting motivated "
3131,0,"Technologist, Engineer, Writer and above all as curious as a million cats but still alive."
3132,0,8'oktober 00.08            
3133,1,"I'm a public health professional, El Paso native, and UTEP alum! "
3134,1,Consultantant Physician & Diabetologist #Multiple#source#income
3135,0,"Public Relations & Online Marketing. Small, experienced, and hands-on."
3136,0,Offering deals for people living healthy lifestyles. Find discounts from health and fitness merchants in the Austin TX area.
3137,1,"Whether you have a hospital locum job, NHS job, clinical research job or physician job, "
3138,0,takip etmen yeterlidir
3139,0,Te ayudamos a volver a sentir plenamente. Aqu comienza la 
3140,0,"Licenciada en Enfermera y obstetricia. 
ENEO-UNAM"
3141,0,Ithaca College class of 2016 
3142,1,"Oncology nurse, facilitator at A Time to Heal, mother, nana, wife, gardener, yogi, animal lover, needlepointer, and wanna-be gourmet chef!"
3143,0,"1&/   .

2&/    .3&/    ."
3144,1,"1st Psychotherapy Center specializing in Art Therapy in UAE helping children, adults, families & communities internationally 2010, locally since 2015."
3145,1,"Cubs Fan, LSU Fan, Lville Fan, Finance, Law, Healthcare, Markets, Economy"
3146,0,Please Tweet responsibly 
3147,0,Music Office
3148,1,Vice President of Psychiatry & Primary Care at Staff Care 
3149,0,      (  )     0165666654-0165666653    0500661160
3150,0,Teknik Elektro (S1)UIN Suska Riau.Indonesia |MUSLIM|Usaha Digital Printing|Konveksi
3151,0,Aqu dengan mu
3152,0,"""I am fundamentally an optimist. Part of being optimistic is keeping ones head pointed toward the sun, ones feet moving forward. """
3153,0,Married to an Amazing Man for 18+years
3154,1,"College student, football nerd, and podcast junkie! Power wheelchair user with Cerebral Palsy."
3155,0,"Promete esperar por mim, que eu prometo fazer essa esperar valer a pena."
3156,0,Futbol fanatihi koyu galatasaryl 14 yanda.
3157,0,Wife;Mother;Friend;Public Servant;Book Slave;RPh
3158,0,See 
3159,0,"Nuestros principal objetivo es el estudio, la enseanza y la investigacin relacionados con las especialidades de Neumologa y Ciruga de Trax"
3160,0,Postdoctoral Researcher | PhD | 
3161,0,Licenciado en Nutricin. Evaluacin y asesora alimenticia personalizada. Consultora clnica y empresarial.
3162,0,"Happy Mom, Social Worker, Runner, Baker. Loves Musical Theater"
3163,0,Creative junkie. Idea machine. Renaissance chick. Content guru. Award-winning Graphic Designer. And wanna-be Cape Codder.
3164,0,"Just Getting absolutly incredible results with JUST BEEN PAID.You must have a good look at this. JUST MIND BLOWING.
YOU can do the same,"
3165,1,President & CEO of the Western Maryland Health System
3166,0,"Cara Pemesanan dan cek stock barang via SMS/WA : 08563897378
BBM PIN: 26B82BBB , 2A9A4D4D"
3167,1,"Passionate about consumer health tech, pizza and enjoying life."
3168,0,"Cuenta inactiva, sigueme en "
3169,0,", "
3170,1,Inside tips and more from the MSU College of Human Medicine Admissions Office. BLOG: 
3171,1,"In partnership with HealthSure Insurance Services, the TORCH Insurance Program delivers the best value and the best rates for Texas hospitals."
3172,0,"Recovering perfectionist, SF-based health coach & mom to twins Anna/Troy & Cory: aka "
3173,1,"A leader in precision radiation medicine, we're committed to ensuring everyone with cancer has access toand benefits fromprecise, personalized radiotherapy."
3174,0,~kan ku curi hatimu~
3175,0,Owner of Knock Knock Social. Social Media Marketing with style and intention. And author of Joyohboykids Books for 
3176,0,Authors 
3177,1,Senior Resident. School of Public Health. Post Graduate Institute of Medical Education and Research
3178,0,Life is a journey don't worry about the destination
3179,0,An award-winning marcom leader with 10 yrs. of health sector experience | volleyball & brunch enthusiast | lucky auntie | traveller | views are mine.
3180,1,"Your online source for affordable health insurance. Any TIME, Any PLAN, Your LANGUAGE."
3181,0,des ptites blagues dlicieuse!! du rire!! et des citations 24/7 follow me duuuudes ;)
3182,0,"""Be curious, show up, stay in touch"""
3183,1,"RN nurse, 49ers fan, parent, love action movies"
3184,1,Physical Therapists For Physical Therapy - imagine a well funded PT profession backing you up. Now get ready. Set. Go!
3185,0,"I see no distinction between cats/dogs/pets, & other animals labeled 'dinner'... so I won't eat any of 'em. Pro-adoption/rescue. NOT a fan of: religion; tRump."
3186,1,American Council on Science and Health. Consumer advocates separating phony health scares from real health threats since 1978.
3187,1,"Wife,Christian, Philly girl,Forensic BioPathologist, Free Spirit,Lover of Peace, Lover and Protector of God's furbabies big and small."
3188,0,"Realtor - Real Living Real Estate Group in Dallas. Kentucky Wildcat basketball fan, love history of Kentucky and Bourbon"
3189,1,Paragolfer/ Paramobile wheelchair by Ottobock standupusa1@gmail.com 941-320-9688
3190,0,"smp 5 pasuruan,cute cute unix"
3191,1,"SAVE THE DATE: The next Healthcare Design Expo + Conference will be held November 2-5, 2019, at the Ernest N. Morial Convention Center in New Orleans! "
3192,1,"A 501(c)3 that puts smiles on the faces of cancer patients by donating gifts, granting make-a-wish requests, & more!"
3193,0,VP Consumer Experience 
3194,0,"Colombiana. Ginecloga. Soadora. Enamorada de la vida, de mi familia y de mi profesin."
3195,0,medico radiologo.
3196,1,Get the latest Health information for the Village of Greendale on our website or Call us at (414)423-2110
3197,0,ASISMED Historias Mdicas e Imagenologa: Es un sistema de informacin creado con el propsito de ofrecer soluciones de informacin Mdico-Asistencial
3198,1,"Stambush Staffing exist so health care providers can improve their lives, and health care facilities can have a fast, reliable, ethical, and honest agency."
3199,1,Associate professor in Health 
3200,0,"Science Journalist -- BBC, Scientific American, PopSci, The Daily Beast, WIRED, Adam Savage's Tested and others. Fact Checker."
3201,0,I live and work in our nation's capitol.  I'd rather be living in San Francisco because it's cool there. :-)
3202,1,"Community Stroke Consultants,Inc"
3203,0,A community coalition in Erath County focusing on changing environmental factors here in our community to make it a safer place to live!
3204,1,"We provide in-home, personal and companion care to seniors and disabled adults to help them live independently with dignity"
3205,0,Una tal mediquita que toma caf...
3206,1,Certified American Heart Association CPR Instructor.  Day and evening CPR classes 7 days a week. BLS for Healthcare Providers and General Public CPR & First Aid
3207,1,"Wife, mother, daughter, sister, friend, nurse, leader, advocate for highest quality of care and advocate for healthcare for all."
